"scale","tscale","iter","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
0.01,55,1,-0.0180729284938484,-0.0186998108545746,NA,0.0398486032938041,-0.0404428965821056,-0.0134036640079402,0.0174989843234943,0.0249684611060934,0.0335604852817878,0.0418651835089826,0.0530503769469869,0.0292625074988018,0.0207285337484549,-0.0438832661148328,NA,-0.0776869895871494,-0.0167084881056799,0.0477429869592619,NA,-0.00401557671854925,0.0399495377697494,0.0362260029943674,NA,0.0412487916603339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.01,56,1,-0.00628336285243469,-0.00594503046935863,0.0907186360468613,0.0254761369437306,-0.0244952862094523,-0.0243279064864898,0.0310119482482234,0.0194548608300867,0.0422700645380646,0.0411175909463222,0.0458026670975274,0.0287399627220375,0.0426404646850749,-0.0297096036787794,NA,-0.051077990425499,-0.0201254334819864,-0.00335110173537517,NA,-0.00393835408934638,0.0405122060949708,0.0371328846728542,NA,0.0411175909463223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.01,57,1,-0.0312129549652934,-0.0179664849387089,0.108665855521368,0.0249862112332742,-0.0300950050656721,-0.0510331310871448,0.00322162845669172,NA,0.0431006275933562,0.0385477996023898,0.0497054972641441,0.0364814305557866,0.0252053520203617,-0.000770226311702909,NA,-0.0451487273136087,-0.0331478861506159,0.011468010653887,NA,-0.00386404552162286,0.0391858284474929,0.0403962297016499,NA,0.0391858284474929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.01,58,1,-0.0170098150530338,-0.0205854117634887,0.080737373396957,0.0245147732854766,-0.0118159870354038,-0.0191009956348131,0.0031596740632938,NA,0.0446597787145832,0.0421094316442966,0.0478032538317204,0.0239016269158602,7.18671154333249e-18,-0.0116409011004143,NA,-0.032049929351424,-0.0363907920341668,-0.0032114724964012,NA,0.0131758577634841,0.0385102107156396,0.0385102107156396,NA,0.0413430219447995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.01,59,1,-0.0166827032250908,-0.0147690441367855,0.0967073835425871,0.0410291428889707,-0.004295763954299,-0.0491073525555544,0.00310005757153354,0.0341003460416053,0.0421170618608136,0.0390268659829499,0.0413957124638848,0.0272786086853237,0.0121604768519289,-0.00074221808218644,NA,-0.0456673231820836,-0.0317373378037812,-0.00314593224137261,NA,0.0110206509740058,0.0378574952797813,0.0372410945311224,NA,0.0359366701050863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.01,60,1,-0.00871765018106714,-0.0401676611179541,NA,0.0110206509740057,-0.036398606923895,-0.0353618982386007,0.0187333502162682,0.0333748067641244,0.0394520602355269,0.0375215299767749,0.0346573590279973,0.0414151108298,0.0378831823678659,-0.000728964187861682,NA,-0.0704937498105615,-0.0395233330184558,0.0466151193992149,NA,0.0159610335003946,0.0359914041558895,0.0353377256033349,NA,0.039452060235527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.01,61,1,-0.0289008842271235,-0.0194625711218439,NA,0.0519414445815065,-0.0111209289744977,-0.0273468617595686,-0.0169874406795788,NA,0.0402743569314968,0.0369064229279753,0.0454522741350784,0.0246570065045291,0.0372410945311224,0.00280436317441925,NA,-0.0818147212787321,-0.0180718178205592,0.0400602725001757,NA,0.00622493640858616,0.0360200750382987,0.0326627895850853,NA,0.0393097585704651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.01,62,1,-0.040978089614993,-0.0511107300165977,0.112025556539416,0.0227944383180748,-0.0173776848907807,-0.0340989733015078,0.0180643019942586,NA,0.0371384692418395,0.0313856475654083,0.0442070971600839,0.0274959369715875,1.22587125635694e-17,NA,NA,-0.0679761158887557,-0.0115072828980712,0.0431489344802137,NA,-0.0274325650649293,0.0360256809920499,0.0288993462778719,NA,0.0417785026684811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.01,63,1,-0.00311345334187103,NA,0.103055600676203,0.0413430219447995,-0.00818181103914832,-0.0263873227504609,-0.00423091327748924,0.0252487702911482,0.0365489697300642,0.0330070085980926,0.0373234167803727,0.0174382902963192,0.0180100375191493,NA,NA,-0.0596701295028448,-0.0292481348387788,0.0385485641039427,NA,-0.00834705906945411,0.0354538447858269,0.0323314591628737,NA,0.0394429626950476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.01,64,1,-0.00540148736437369,NA,0.116494850866166,0.010273488196107,-0.0208663549191631,-0.0209723331780085,0.00779284696108722,NA,0.0354481803330994,0.0343316340208784,0.0406670263350685,0.0143170426855337,1.18632702228091e-17,-0.0231763568247306,NA,-0.0775829253505218,-0.0364830766324208,0.00998141668023496,NA,0.0118582719871357,0.0396714667352856,0.0304048460789893,NA,0.0383864964503329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.01,65,1,-0.0149569063397366,-0.0502140505426223,0.102598107511618,0.048478681609406,-0.0330896426580864,-0.0441133844990573,0.00278479747951318,NA,0.0373499728607393,0.0299370792162356,0.0388573637585885,0.0275655302958162,0.0308874626834177,-0.034531794515158,NA,-0.0576474132485111,-0.0252359282443483,-0.00280273963322287,NA,0.014652752065936,0.0373499728607393,0.0266861700828939,NA,0.0364172863712557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.01,66,1,NA,-0.037397477592578,0.0930120091036974,0.044025858118855,-0.0201211279577644,-0.043378161424073,0.0190855384050501,0.0351585019947164,0.0367840641810311,0.0324252449014586,0.0332912814747912,0.0243854229156682,0.0108304246962492,-0.0108513585879072,NA,-0.0634443748295053,-0.0309995635846606,NA,NA,-0.0144829289226767,0.0388628690524475,0.0279670710681565,NA,0.0353844684214703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.01,67,1,NA,-0.0367636220401614,0.0954218524779662,0.0386757302064253,-0.0197681257128913,-0.0132939379707595,0.00269349264411931,0.0502244791621075,0.0370881589520597,0.0254440013766929,0.0357894816835578,0.0224489163697951,0.0213276055556906,-0.0106734674635153,NA,-0.0317190215224382,-0.0344930906342887,NA,NA,-0.0032507049626351,0.0362350482977321,0.02754965209699,NA,0.0316457244208969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.01,68,1,-0.00521838609778474,-0.029393143204356,0.0644244022068377,0.0351678367619749,NA,-0.0307990726594264,-0.00388971059382075,0.00222213108445104,0.0384552908534735,0.0263494039592361,0.0359168681671942,0.0263494039592361,0.0348876529241522,0.00427756800967296,NA,-0.0220050879742115,-0.0214995143629631,-0.0151303189354858,NA,-0.0248607620900922,0.0338615454852065,0.0236682045946191,NA,0.0317571213140202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.01,69,1,-0.0375632488137436,-0.031900166377956,0.0828920430365033,0.0203012966270353,NA,-0.00830552609150075,0.00260798494113139,0.0155091512666721,0.0385882293771805,0.0292014930513372,0.0353963338459305,0.0233251871367261,0.0393889153673919,-0.00389867312962329,NA,-0.0365489697300642,-0.0576037604562416,-0.0148648747436351,NA,0.000282294441049202,0.0351847570427254,0.0282015963631205,NA,0.0295200279313194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.01,70,1,-0.0142213207820446,-0.0349847371027342,0.0814377966674418,0.034085749476991,-0.0220850663010701,-0.0298366016388193,NA,0.0228668108297191,0.0362710553008325,0.0313889225333746,0.0328940727570578,0.0243535441748346,0.0447723887900504,0.00414389400937068,NA,-0.0269878273139138,NA,NA,NA,-0.00746176492572413,0.0362710553008325,0.0302894790885727,NA,0.0302894790885727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.01,71,1,-0.0103928551030728,-0.023427087616025,0.084993732456827,0.0335692987273396,-0.040331290408986,-0.0231396522580965,NA,0.0224433513699095,0.0349986852082817,0.0283789157822854,0.0386033806186648,0.0195252726918294,0.0434164097616521,-0.00377871395640411,NA,-0.0338034550359418,NA,NA,NA,0.00529584142223002,0.035760195367018,0.0298628667070435,NA,0.0333397692131214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.01,72,1,0.00366844001529186,-0.0143170426855337,0.0600566461250182,0.0193922833452278,-0.0281066492261705,-0.0394346922037028,0.0168842778619599,0.00206052155103642,0.0337187254992785,0.0339214866023501,0.0361484678533942,0.0236770568366448,0.0313889225333746,-0.00138584435362135,NA,-0.0252514594890007,-0.053952821830664,-0.00761780607377653,NA,0.019107102707798,0.0333041010110885,0.0305170080185586,NA,0.0356242966314102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.01,73,1,0.00486178794745193,-0.0440338597066072,0.0937130610509318,0.0375300875386122,-0.0110622629818319,-0.0285006344012603,0.0166245197410067,0.00202372652333934,0.0364738058496637,0.0340398171203836,0.0340398171203836,0.0171611365547311,0.0324307759576626,-0.0140113968317345,NA,NA,-0.0401207392225698,-0.0447297852477162,NA,0.0103115408583789,0.0347804639870997,0.0290447059753437,NA,0.0351362925679663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.01,74,1,0.00698854265042457,-0.0433666800140829,0.0874606818131824,0.00878457686333792,-0.0108838393853508,-0.0280815074247711,0.0214706972694946,0.00198822254924567,0.0353372942977865,0.0335798195917297,0.0330046896671514,0.0169292293039915,0.0385081766977748,-0.00134508422557366,NA,NA,-0.0521543944363085,-0.017160323619686,NA,-0.0227298396252272,0.0328074085938926,0.0269247319552731,NA,0.0353372942977865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.01,75,1,-0.000857126537702935,-0.0530648964401405,0.0795102658467091,0.0316510530857774,-0.0377705735576218,NA,0.00850400237909615,0.0297028723748466,0.0341993247661538,0.0300172239814199,0.0361073360146961,0.022729974563179,0.0150494834064125,0.000609647322978463,NA,-0.0431398769835248,-0.0718365022077685,-0.0319001663779559,NA,-0.0224097010389564,0.0351874310615368,0.0246110225399777,NA,0.0338529849474437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.01,76,1,0.00344942867109533,-0.012460262652753,0.0817901592668281,0.031205263605696,-0.0176059869630438,NA,0.0126095622331062,0.0254173397699473,0.0323254706950172,0.0302971722762374,0.0347244385475692,0.0182407152778933,0.0187337075827012,0.00753676401524592,NA,-0.0559803307319165,-0.0431819119747654,-0.0425654408002461,NA,-0.0124714110167494,0.0337493336508097,0.0242871932960307,NA,0.0311463633438371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.01,77,1,-0.00679463911171409,-0.0181559850506575,0.0913426127245331,0.035445082675356,-0.0152807965078505,-0.0276745290562962,0.00238120364190257,0.0201990162329185,0.0311414970493295,0.0299037025064162,0.0299037025064162,0.0195334726854062,0.0146481638489081,0.00373534107886935,NA,-0.0652146329033372,-0.0375733907005018,-0.00701321829014346,NA,NA,0.0294634226145242,0.0232696034964682,NA,0.0303295443612602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.01,78,1,-0.00933850748392047,-0.0309864814338503,0.0899373417595403,0.0349595335976114,-0.0299103185760911,NA,0.0154370540452205,0.0132209158338844,0.030347738642713,0.0307422470871586,0.0313121414790924,0.0274367456858496,1.19604618606822e-17,-0.0130383831628641,NA,-0.0313889225333745,-0.0433216987849966,-0.01323902906855,NA,NA,0.0286357977116294,0.0236644447499786,NA,0.0311249773839494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.01,79,1,-0.0222949678323524,-0.0500753248097101,0.080834872584911,0.0175578781639225,-0.00447917302164684,NA,0.00802490365351327,0.0130076752559185,0.0303531047189667,0.0284973645393227,0.032945439056258,0.0175480298875936,0.0142676920606248,-0.00891892486677304,NA,-0.0283789157822854,-0.0611778696394726,-0.00679742695813905,NA,-0.0189513617669542,0.0282733192595835,0.0233648948164346,NA,0.0303531047189667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.01,80,1,-0.00650754168445857,-0.02449428600363,0.0942676245315799,0.00808181071427089,-0.00637699978051266,-0.0173770760617785,0.00791344665832558,0.0128012042201103,0.0303468529493506,0.0293921907145435,0.0320618669682692,0.0114536341484269,0.0140847729316424,-0.00879839885505989,NA,-0.0305170080185586,-0.0420089200339361,-0.0294834871068987,NA,-0.0250466626788296,0.0265032942025011,0.0192555630118394,NA,0.0279199027688387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.01,81,1,-0.0216756631703426,-0.0336539146961822,0.0521079723731775,0.00797547109960943,-0.00851864731742201,-0.0300378317774457,0.0117458935870031,0.0126011854041711,0.0292237483226126,0.0316660414501424,0.0325809546866081,0.0221204872744204,0.0203726318029633,0.00480692528538731,NA,-0.0287933479113958,-0.0490061842687429,-0.00502197368091361,NA,-0.0247127071764452,0.0245979032677803,0.0214148278442976,NA,0.0280084387817082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.01,82,1,-0.0158244197281713,-0.0217491609788392,0.0873659242197692,0.028773684623434,-0.0160969023662115,NA,0.0225456817306426,0.0265041015037093,0.0292426252780289,0.0267954216748319,0.0321836259709178,0.0152775971767728,NA,0.00474367626847432,NA,-0.0272284191965171,-0.0746349090475563,-0.0101933408905874,NA,-0.0311089297631498,0.027666872455102,0.021153671407172,NA,0.0284801819002078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.01,83,1,-0.000764464209302618,-0.0167035062466049,0.0803254809007987,0.0166574741555162,-0.0237520979376089,NA,0.0168388711994585,0.0227215613094984,0.0281370471785185,0.0271239975735722,0.0264725852691111,0.0205391336414268,NA,0.000546307341370309,NA,-0.0599974622710702,-0.063507632386578,-0.0181559850506575,NA,-0.0179668754413981,0.0277419890722174,0.0201683907659238,NA,0.0273335366423899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.01,84,1,-0.00859142688520684,-0.0130315618951036,0.0596688634075496,0.0164466200522818,-0.0234222076884754,-0.0178526138307145,0.00749694946578213,0.0120369532218948,0.0289017647136673,0.0239869407207412,0.0290755599448715,0.0231655970125633,0.0243238768631914,0.00573757401786767,NA,-0.0447525971271336,-0.0396084103177111,-0.0277987164150759,NA,-0.0194484718155408,0.0270081373966472,0.0213304698717626,NA,0.0274117272975482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.01,85,1,-0.00405111552328026,-0.0252715603773417,NA,0.0249053770586276,-0.0420916892423304,-0.0222172661977076,0.0111357172967691,0.00166659831333828,0.0298702808359797,0.0220212020811952,0.0297144546389206,0.0210795231673889,0.0221204872744204,0.0084895484140239,NA,-0.0299037025064162,-0.0714813213413215,-0.00104377425568621,NA,-0.0192022886280023,0.02856174395233,0.0223190586457163,NA,0.0292341958798588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.01,86,1,-0.0292700640107093,-0.0206338193901808,NA,0.0346093874185992,NA,-0.0139739698314938,-0.00678005293934189,NA,0.0304065090469325,0.0255491229922816,0.0283993841322,0.0187143943306291,9.39289296748418e-18,0.00199810876177371,NA,-0.0436050946366943,-0.0399715171930223,-0.00962704417444367,NA,-0.0189622600201523,0.0271555222769423,0.0220595347079754,NA,0.0278825031720741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.01,87,1,-0.0200083044649316,-0.0171914365082683,0.042469920911033,0.0311225116173857,NA,-0.0430839779315568,0.00721225518227142,NA,0.0285621453998621,0.0245984616493824,0.0299159733959125,0.0172882459399572,0.0264725852691111,0.0111983099107669,NA,-0.043053131413445,-0.0410374284048492,-0.0266563034117166,NA,-0.0427517401316974,0.0268433898369774,0.0218059768377688,NA,0.0297731858097222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.01,88,1,-0.0022070049005668,NA,0.0418881411725257,0.0266936592289689,-0.0415228826309476,-0.0122199112088515,0.0135074222895679,-0.00840316659786873,0.0265383513161027,0.0261657396931142,0.0295760191527771,0.0104123946803881,0.0247552564485695,0.00545769235845949,NA,NA,-0.0361794397626413,-0.0262960830953421,NA,-0.0184997658733193,0.0265383513161027,0.0190224594724054,NA,0.0272488099181633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.01,89,1,NA,NA,0.0413220852107348,0.00721590242345615,-0.0317272817884023,-0.0239610906980112,0.0241489200064115,-0.00828312136075632,0.023823185800001,0.0246879165992834,0.030427530349463,0.020132128867731,1.41226899455994e-17,-0.00110199671492782,NA,NA,-0.0356970472324727,-0.0205392672126286,NA,-0.0250192360186458,0.0258717426179106,0.0145986852149468,NA,0.0269426435145884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.01,90,1,NA,-0.022044857403267,0.0461773255160338,NA,-0.040430175193291,-0.0236538972275239,0.00694839218779808,0.0113588150122105,0.0252075949035374,0.0266432808088708,0.0261263917462609,0.0207978019655732,1.39584726206506e-17,-0.02425447471898,NA,-0.0268554301645848,-0.0485378875541307,-0.0256040809086225,NA,-0.0180592952572879,0.0239942694372597,0.0210791109431765,NA,0.0282108207895364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.01,91,1,-0.0265032942025011,-0.0217726986698933,0.0402346619157154,NA,-0.027167065736083,-0.0182220110840342,0.0103307256849545,0.00720546935298843,0.025663460613374,0.0247394703143571,0.0268389784106506,0.0176861309058692,0.0285621453998621,-0.0110442775026613,NA,-0.033432718532126,-0.047907525378103,-0.0200057797525604,NA,-0.0196603703698757,0.0253031328900445,0.0196896644970116,NA,0.0253031328900445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.01,92,1,-0.0176187204400018,-0.00316477067664737,0.0487140452747314,0.0152856821662384,-0.04459177465126,-0.0403912293108345,0.0168698335688886,0.016601931150344,0.0260640790521562,0.0260640790521562,0.0294353282728501,0.0174938903525446,0.0249684611060934,0.000489135642854812,NA,-0.036533320409195,-0.047293326334794,-0.00566452246511587,NA,-0.0215517795143418,0.0257296045014306,0.0181953960170834,NA,0.0250280988368918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.01,93,1,-0.00212626081883874,-0.0128968844783303,0.0214299992881344,0.00704809073918973,-0.05280133675137,-0.0102889268156591,0.00670315481646403,0.0070107269380428,0.0247589794945596,0.0252836049157363,0.0230114641236158,0.0161728752341535,0.0218641589781496,0.00304838179999682,NA,-0.0326271108566531,-0.0438700747189839,-0.00877401494379676,NA,-0.0192084078326372,0.0251115582345918,0.0149063909797838,NA,0.0257838201376169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.01,94,1,0.00439329052515554,-0.0127433501393025,0.0299327484181573,0.0195948056579129,-0.0246760128252751,-0.0309530629793514,0.0193997726519483,0.0137282588957488,0.0261354869449075,0.0227666613137901,0.0255095241787061,0.0171216799195117,0.0122068032074235,0.00508557697038271,NA,-0.0295822220212857,-0.0497070190820715,-0.00699519734919277,NA,-0.0235976885175864,0.0251821661077832,0.0184532027168948,NA,0.0258271088930644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.01,95,1,-0.00608125742578559,-0.00443875566048786,0.020894249305931,0.0147645793651166,-0.0343828548424486,-0.0389313053598404,0.0124206181973038,0.00149116691193425,0.0252410028715618,0.020483264726898,0.0257089161617811,0.0115643398807169,0.0176861309058692,0.000472647924556336,NA,NA,-0.0405359795803182,-0.00855737259950548,NA,-0.0208253150363303,0.0258603765560137,0.0176208045639123,NA,0.0249170906750697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.01,96,1,-0.0167896041840017,-0.0124469931593188,0.0377510408098071,0.0191544729464992,-0.0271389689549136,-0.0219643331398436,0.017620425141036,0.0104737125437266,0.025884444268625,0.0209885731306486,0.0267182224735577,0.0156674728830862,NA,-0.0226375097377147,NA,NA,-0.0484946527629965,NA,NA,-0.0168553422401353,0.0252890441244589,0.0135341977513569,NA,0.0236321202220663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
